serialno,symbol,servicename,type,exchange,primaryexchange,currency,expiry,option,right,contractID,additionalInput,longvolume,shortvolume,aggression,minsize,bars,trailstop,preopen,streamingpriority,strategy
462,VTR,VTR,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,460.05,N,461,ADR
463,VRSN,VRSN,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,461.05,N,462,ADR
464,VZ,VZ,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,462.05,N,463,ADR
465,VRTX,VRTX,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,463.05,N,464,ADR
466,VIAB,VIAB,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,464.05,N,465,ADR
467,V,V,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,465.05,N,466,ADR
468,VNO,VNO,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,466.05,N,467,ADR
469,VMC,VMC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,467.05,N,468,ADR
470,WMT,WMT,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,468.05,N,469,ADR
471,WAG,WAG,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,469.05,N,470,ADR
472,DIS,DIS,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,470.05,N,471,ADR
473,GHC,GHC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,471.05,N,472,ADR
474,WM,WM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,472.05,N,473,ADR
475,WAT,WAT,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,473.05,N,474,ADR
476,WLP,WLP,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,474.05,N,475,ADR
477,WFC,WFC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,475.05,N,476,ADR
478,WDC,WDC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,476.05,N,477,ADR
479,WU,WU,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,477.05,N,478,ADR
480,WY,WY,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,478.05,N,479,ADR
481,WHR,WHR,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,479.05,N,480,ADR
482,WFM,WFM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,480.05,N,481,ADR
483,WMB,WMB,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,481.05,N,482,ADR
484,WIN,WIN,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,482.05,N,483,ADR
485,WEC,WEC,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,483.05,N,484,ADR
486,WPX,WPX,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,484.05,N,485,ADR
487,WYN,WYN,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,485.05,N,486,ADR
488,WYNN,WYNN,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,486.05,N,487,ADR
489,XEL,XEL,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,487.05,N,488,ADR
490,XRX,XRX,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,488.05,N,489,ADR
491,XLNX,XLNX,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,489.05,N,490,ADR
492,XL,XL,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,490.05,N,491,ADR
493,XYL,XYL,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,491.05,N,492,ADR
494,YHOO,YHOO,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,492.05,N,493,ADR
495,YUM,YUM,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,493.05,N,494,ADR
496,ZMH,ZMH,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,494.05,N,495,ADR
497,ZION,ZION,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,495.05,N,496,ADR
498,ZTS,ZTS,STK,SMART,NASDAQ,USD,,,,,2000,100000,-500000,0,250,Y,496.05,N,497,ADR
